,単語,意味
2643,administration,"管理,機関"
2644,visitor,訪問客
2645,takeover,企業買収
2646,consumption,消費
2647,buyout,買収
2648,franchise,フランチャイズ
2649,expansion,拡大
2650,goal,"目標,目標"
2651,trial,挑戦、試み
2652,measures,"対策,測定する(三単現)"
2653,sick leave,病欠
2654,attendant,"出席者、店員,出席した"
2655,attendance,"出席,出席"
2656,involvement,関与
2657,discovery,発見
2658,telescope,望遠鏡
2659,particle,粒子
2660,surroundings,環境
2661,circumstances,事情、環境
2662,adventure,冒険
2663,drought,干ばつ
2664,disaster,"災害,災害"
2665,weather,"天気,天気"
2666,bridge,"橋,橋"
2667,Antarctic,南極
2668,Arctic,北極
2669,heat,"熱,熱"
2670,harm,危機、害
2671,risk,"危険,リスク"
2672,resources,"資源,リソース"
2673,species,"種,種"
2674,river,"川,川"
2675,city hall,市役所
2676,auditor,監査役
2677,liabilities,負債
2678,debt,借金
2679,debtor,債務者
2680,creditor,債権者
2681,default,債務不履行
2682,bookkeeping,簿記、経理
2683,gains,収益、利益
2684,returns,"収益、利益,返す(三単現)"
2685,earnings,収益、利益
2686,proceedings,議事録
2687,stuff,もの
2688,pollution,汚染
2689,peace,"平和,平和"
2690,extinction,絶滅
2691,flood,"洪水,洪水"
2692,warning,警報、警告
2693,fault,"責任,失敗"
2694,era,"時代,時代"
2695,allowance,手当
2696,retirement,"退職,退職"
2697,desert,砂漠
2698,hill,丘
2699,cave,洞窟
2700,pond,池
2701,bay,"湾,湾、ベイ"
2702,(sea)shore,海岸
2703,prize,"賞,賞"
2704,electrician,電気技師
2705,interpreter,通訳者
2706,invester,投資家
2707,consultation,相談
2708,deduction,控除
2709,loan,"ローン、貸付,融資する、融資,借りる"
2710,stock(-holder),株(株主)
2711,share(-holder),株(株主)
2712,dividend,配当
2713,down payment,頭金
2714,bankruptcy,倒産
2715,fraction,一部分
2716,pity,残念なこと
2717,relation,関係
2718,instructor,指導者
2719,drill,訓練
2720,boom,景気
2721,inflation,インフレ
2722,commodity,商品
2723,formula,製法
2724,penetration,進出
2725,monopoly,独占(権)
2726,novel,"小説,珍しい,小説"
2727,story,"話、物語,物語"
2728,autobiography,自伝
2729,journal,定期刊行物
2730,literature,文学
2731,expedition,探検
2732,script,原稿
2733,criticism,批評
2734,plot,(物語の)筋、小区画
2735,version,"版,バージョン"
2736,booklet,パンフレット
2737,pamphlet,パンフレット
2738,nature,"資質、自然,自然"
2739,endeaver,努力
2740,supporter,支持者
2741,phenomenon,現象
2742,plunge,急落
2743,transmission,"変速装置,伝送"
2744,spectators,観客
2745,job,"職業,仕事"
2746,vocation,職業
2747,results,"業績、結果,結果(複数)"
2748,cathedral,大聖堂
2749,barn,納屋
2750,papers,"文書、書類,論文、資料"
2751,letterhead,レターヘッド、タイト ル
2752,margin,幅、あまり
2753,thought,"考え,考えた"
2754,belief,"信念,信念"
2755,doubt,"疑い,〜を疑う,疑問を持つ"
2756,hope,"見込み,希望"
2757,anticipation,見込み
2758,collar,"襟,襟"
2759,path(way),経路、小道
2760,office supplies,事務用品
2761,stationary,文房具
2762,scissors,ハサミ
2763,eraser,消しゴム
2764,glue,のり
2765,auction,オークション・競り
2766,brand,"ブランド・商標,ブランド"
2767,tension,緊張関係
2768,leaflet,リーフレット
2769,flier,チラシ
2770,marchant,商人
2771,industory,産業
2772,dock,"波止場,ドック、船着場"
2773,room,"余地,部屋"
2774,poverty,貧困
2775,errand,お使い
2776,breathe,呼吸する
2777,cure,〜を治す
2778,stretch,（手足などを）〜を伸ばす
2779,farm,（土地などを）を耕す
2780,bury,を埋める
2781,start,"〜を始める,開始する"
2782,freeze,〜を凍結する
2783,bind,（包帯などで）縛る
2784,collapse,崩壊する【名】崩壊
2785,regulate,規制する
2786,deregulate,規制を緩和する
2787,embezzle,横領する
2788,threaten,〜を脅す
2789,miss,"〜に乗り遅れる,失敗する"
2790,seat,"座る,座席、席に着く"
2791,stall,（車などを）をエンストさせる
2792,construct,建設する
2793,halt,〜を停止させる
2794,erect,〜を建てる
2795,build,"〜を建てる,建てる"
2796,rebuild,〜を再建する
2797,deepen,〜を深める
2798,prolong,〜を延長する
2799,tap,〜を開発する
2800,protect,"〜を保護する,保護する"
2801,oppose,〜に反対する
2802,immigrate,〜から移住する
2803,emigrate,〜へ移住する
2804,hail,〜を呼び止める
2805,complicate,〜を複雑にする
2806,decide,"〜を決定する,決定する"
2807,withhold,〜を保留する
2808,grasp,〜を理解する、〜を掴む
2809,question,"〜を疑う,質問"
2810,interrupt,〜を遮る（邪魔する）
2811,pass,"（議案）を可決する,通る"
2812,multiply,〜を増やす
2813,cooperate,協力する
2814,dig,〜を掘る
2815,omit,〜を省略する
2816,strengthen,〜を強化する
2817,plow,〜を耕す
2818,air,"〜を放送する,空気"
2819,reproduce,〜を複製する
2820,suggest,"〜を提案する,提案する"
2821,protest,〜を主張する
2822,reconcile,〜を和解させる
2823,join,"〜に参加する,加わる"
2824,employ,"〜を雇う,採用する"
2825,stage,〜を実施する
2826,offend,〜の気分を害する
2827,annoy,～をイライラさせる
2828,hide,〜を隠す
2829,conceal,〜を隠す
2830,vow,〜を誓う
2831,swear,〜を誓う
2832,express,"〜を表現する,表現する"
2833,crash,墜落する
2834,deny,〜を否定する
2835,condemn,〜を非難する
2836,comment,コメントする、論評する
2837,affirm,〜を断言する
2838,complain,"苦情を言う,文句"
2839,worsen,悪化する
2840,extract,〜を引き抜く
2841,cover,"〜を保証する、〜を償う、〜覆う,覆う"
2842,insure,保険をかける
2843,insert,〜を挿入する
2844,arrest,〜を逮捕する
2845,lay,〜を置く
2846,absorb,〜を吸収する
2847,evolve,進化する、発展する
2848,drop,"〜をやめる,落ちる"
2849,please,"〜を喜ばせる,どうぞ、お願い"
2850,soak,〜を浸す
2851,manufacture,"〜を製造する,製造"
2852,beg,〜を乞う
2853,disappear,消える
2854,exist,"存在する,存在する"
2855,rub,〜をこする
2856,melt,〜を溶かす
2857,bake,〜を焼く
2858,define,〜を定義する
2859,suit,"（条件に）合う,スーツ"
2860,lift,"〜を持ち上げる,リフト、持ちあげる"
2861,disappoint,〜を失望させる
2862,puzzle,〜を困惑させる
2863,pretend,〜を装う、〜のふりをする
2864,invite,〜を招待する
2865,lose,"〜を失う,失う"
2866,convey,〜を伝える
2867,cut,"（費用を）削減する,切る"
2868,add,"〜を加える,追加する"
2869,supervise,〜を監督する
2870,perform,"実行する,実施する"
2871,cease,〜を中止する
2872,shrink,〜を縮小する
2873,run,"経営する,走る"
2874,exert,行使する
2875,slip,悪化する
2876,refuel,〜に燃料を補給する
2877,lend,〜を貸す
2878,waste,"〜を浪費する,無駄に使う"
2879,remit,送金する、放出する
2880,succeed,成功する、引き継ぐ
2881,spell,〜の結果をもたらす
2882,criticize,～を批評する
2883,exaggerate,誇張する
2884,congratulate,〜を祝う
2885,interpret,〜を通訳する、〜を翻訳する
2886,memorize,〜を暗記する
2887,near,"〜に近づく,近く"
2888,respond,"〜に応答する、返答する,返答する"
2889,bit,"値段をつける・賭ける,少し"
2890,thrive,繁盛する
2891,prosper,繁盛する
2892,flourish,繁盛する
2893,overtake,〜を追い抜く
2894,sharpen,〜を磨く
2895,defy,〜を拒否する
2896,appraise,〜を評価する
2897,communicate,"会話する、連絡する,通信する"
2898,restrain,〜を抑える
2899,subcontract,下請けをする
2900,modernize,〜を近代化する
2901,flow,流れる
2902,fascinate,〜を魅了する
2903,clap,拍手する
2904,(in)formal,(非)公式の
2905,emotional,感情的な
2906,diplomatic,外交の
2907,ridiculous,"馬鹿げた,ばかげた"
2908,national,"全国な,国家の"
2909,visible,"目に見える,目に見える"
2910,invisible,目に見えない
2911,statistical,統計上の
2912,consistent,首尾一貫した
2913,prime,"最も重要な,主な"
2914,federal,連邦の
2915,boring,"退屈な,退屈にする"
2916,educational,"教育の、学校の,教育の"
2917,generic,ノーブランドの
2918,sensible,賢明な
2919,keen,熱心な、敏感な
2920,sore,痛い
2921,honorable,立派な
2922,mental,精神的な
2923,neat,きちんとした
2924,rude,"無礼な,失礼な"
2925,rural,田舎の
2926,missing,"行方不明の,喪失"
2927,organic,有機栽培の
2928,intelligent,頭の良い
2929,radical,急進的な
2930,prominent,著名な
2931,pleasant,楽しい
2932,fancy,高級な
2933,fascinating,"魅力的な,魅惑的な"
2934,pessimistic,悲観的な
2935,polite,礼儀正しい
2936,smooth,滑らかな、平坦な
2937,wise,"賢い,賢い"
2938,sincere,誠実な
2939,smart,利口な
2940,clever,利口な
2941,legitimate,合法な
2942,illegal,"法外な,違法"
2943,vivid,鮮明な
2944,loose,ゆるい
2945,interactive,双方向の
2946,technical,"技術的な,技術的な"
2947,electric,"電気の,電気"
2948,extraordinary,並外れた
2949,harsh,厳しい
2950,spare,余分な
2951,industrious,勤勉な
2952,precious,"貴重な,貴重な"
2953,low,"低い,低い"
2954,productive,生産性のある
2955,dizzy,めまいのする
2956,brilliant,優秀な
2957,assistant,"補佐の,助手"
2958,unexpected,思いがけない
2959,ethnic,民族の
2960,main,"主な,主な"
2961,decisive,決定的な
2962,eco friendly,環境に優しい
2963,green,"環境保護の,緑"
2964,humid,湿気のある
2965,negative,"否定的な,否定的な"
2966,（in）valid,（無効な）有効な
2967,optional,選択の、任意の
2968,plain,明らかな
2969,concrete,"具体的な,具体的な"
2970,considable,かなりの
2971,striking,際立った
2972,cruel,残酷な
2973,grave,重大な
2974,elaborate,入念な
2975,real,"実際の,実在の、本当の"
2976,bare,裸の
2977,global,"世界の,グローバル"
2978,irritating,腹の立つ
2979,nuclear,原子力の
2980,probable,ありそうな
2981,impossible,不可能な
2982,vague,曖昧な
2983,horrible,ひどく不快な
2984,dirty,汚い
2985,occasional,時々の
2986,proper,"適切な,適切な"
2987,retired,退職した
2988,grim,厳しい
2989,unavoidable,避けられない
2990,staple,重要な
2991,odd,"奇妙な,変わった、奇妙な"
2992,respective,それぞれの
2993,full time,常勤の
2994,part time,非常勤の、パートの
2995,handsome,見事な
2996,cutting edge,最先端の
2997,state of the art,最新の
2998,up to date,最新の
2999,obvious,"明らかな,明白な"
3000,influential,影響力の大きい
3001,rosy,明るい
3002,irrelevant,無関係の
3003,punctual,時間を守る、時間ぴったり
3004,acute,激しい
3005,second hand,中古の
3006,used,"中古の,使用した、使った"
3007,raw,"生の,生の"
3008,ugly,酷い
3009,vice,"副〜,副"
3010,senior,"上級の,シニア"
3011,uncommon,珍しい
3012,oral,口頭の
3013,harmful,有害な
3014,tough,困難な
3015,tiring,骨の折れる、大変な
3016,laborious,骨の折れる、大変な
3017,destructive,"破壊的な,破壊"
3018,unreasonable,法外な
3019,artificial,人工的な
3020,gross,総
3021,net,純粋な、正味の
3022,inadequate,不十分な
3023,worst,"最悪の,最悪"
3024,natural,"天然の、自然な,自然"
3025,grand,"広大な,大きな"
3026,magnificent,広大な
3027,academic,学問の
3028,residential,住宅の
3029,deep,"深い,深い"
3030,elderly,"年配の,高齢者"
3031,adult,成人した
3032,grown up,成人した
3033,rich,裕福な
3034,fresh,"新鮮な,新鮮な"
3035,regarded,評価された
3036,awful,ひどい
3037,terrible,"ひどい,ひどい"
3038,terrific,素晴らしい
3039,marvelous,素晴らしい
3040,decent,まずまずの
3041,plentiful,豊富な
3042,out of town,市外の
3043,dark,"暗い,暗い"
3044,overdue,支払期日が過ぎて
3045,bankrupt,"破産した,破産した"
3046,automatic,自動的な
3047,monetary,通貨の
3048,bright,明るい
3049,advantageous,有利な
3050,unpublished,未発表の
3051,monthly,"毎月の,毎月の"
3052,daily,"毎日の,毎日の"
3053,false,間違った
3054,tremendous,"ものすごい,驚異的な"
3055,female,女性の
3056,male,男性の
3057,stiff,厳しい、凝った
3058,religious,宗教的な
3059,worthwhile,（〜する）価値がある
3060,unusual,"普通でない,珍しい"
3061,regular,"規則的な,定期的に"
3062,tense,緊張した、張り詰めた
3063,coarse,下品な
3064,structural,構造上の
3065,winding,曲がりくねった
3066,flat,"空気の抜けた,平らな"
3067,unattended,放置された
3068,concerned,"関係した,心配した"
3069,quiet,静かな
3070,dangerous,"危険な,危険な"
3071,plainly,明らかに、わかりやすく
